subject,gender,age,qualification,handedness,handsused,kd1,kd2,kd3,kd4,kd5,kd6,dd1,dd2,dd3,dd4,dd5,dd6,uu1,uu2,uu3,uu4,uu5,uu6,ud1,ud2,ud3,ud4,ud5,ud6,du1,du2,du3,du4,du5,du6,gb1,gb2,gb3,gb4,gb5,gb6,gb7,gb8,gb9,gb10,gb11,gb12,gb13,gb14,gg1,gg2,gg3,gg4,gg5,gg6,gg7,gg8,gg9,gg10,gg11,gg12,gg13,gg14,ga1,ga2,ga3,ga4,ga5,ga6,ga7,ga8,ga9,ga10,ga11,ga12,ga13,ga14,mx1,mx2,mx3,mx4,mx5,mx6,mx7,mx8,mx9,mx10,mx11,mx12,mx13,mx14,my1,my2,my3,my4,my5,my6,my7,my8,my9,my10,my11,my12,my13,my14,mz1,mz2,mz3,mz4,mz5,mz6,mz7,mz8,mz9,mz10,mz11,mz12,mz13,mz14,grx1,grx2,grx3,grx4,grx5,grx6,grx7,grx8,grx9,grx10,grx11,grx12,grx13,grx14,gry1,gry2,gry3,gry4,gry5,gry6,gry7,gry8,gry9,gry10,gry11,gry12,gry13,gry14,grz1,grz2,grz3,grz4,grz5,grz6,grz7,grz8,grz9,grz10,grz11,grz12,grz13,grz14,rb1,rb2,rb3,rb4,rb5,rb6,rb7,rb8,rb9,rb10,rb11,rb12,rb13,rb14,rg1,rg2,rg3,rg4,rg5,rg6,rg7,rg8,rg9,rg10,rg11,rg12,rg13,rg14,ra1,ra2,ra3,ra4,ra5,ra6,ra7,ra8,ra9,ra10,ra11,ra12,ra13,ra14
s045,Male,18 to 25,Gratuation,Right,Both Hands,11.4,7,8.6,10,8.2,7.4,307.8,235.6,351,278,231.6,266.6,303.4,237.2,352.4,276.2,230.8,268.2,296.4,228.6,342.4,268,223.4,259.2,314.8,244.2,361,286.2,239,275.6,30.6,30.6,31.2,31.2,32.6,32.6,33.4,33.4,33.8,33.8,35,35,35,35,0.4,0.4,0,0,0.4,0.4,2.2,2.2,2,2,1.2,1.2,0.2,0.2,239.2,239.2,239.8,239.8,239.2,239.2,237.8,237.8,237,237,237,237,237.4,237.4,-0.2,-0.2,0.2,0.2,0,0,-0.4,-0.4,0.2,0.2,0,0,-0.2,-0.2,-0.2,-0.2,0.2,0.2,0.2,0.2,-0.4,-0.4,-0.2,-0.2,0.2,0.2,-0.4,-0.4,-0.2,-0.2,0.8,0.8,-0.6,-0.6,0.2,0.2,0,0,-0.4,-0.4,0.4,0.4,-0.2,-0.2,0.4,0.4,0,0,-0.2,-0.2,-0.2,-0.2,-0.4,-0.4,-0.2,-0.2,5,5,5.4,5.4,5.2,5.2,5.2,5.2,5.4,5.4,5.6,5.6,5.2,5.2,8.4,8.4,9.2,9.2,7.6,7.6,8.6,8.6,8.4,8.4,7.8,7.8,8.4,8.4,-17.2,-17.2,-25.8,-25.8,-24.4,-24.4,-11,-11,-14.2,-14.2,-13.8,-13.8,-2,-2,7,7,-2.2,-2.2,-2.4,-2.4,-4.8,-4.8,-2.6,-2.6,-0.2,-0.2,-1,-1,-14.2,-14.2,-13.6,-13.6,-15.2,-15.2,-2,-2,-10.4,-10.4,-4,-4,-5.6,-5.6
s046,Female,Bellow 18,Madhymik,Right,Both Hands,9.8,6.4,7.6,7.4,5.8,8,523,1305,587.4,1306.2,591.2,1852.2,519.6,1306.2,587.2,1304.6,593.4,1851.4,513.2,1298.6,579.8,1298.8,585.4,1844.2,529.4,1312.6,594.8,1312,599.2,1859.4,21,21,20.4,20.4,21,21,20.2,20.2,20.6,20.6,20.6,20.6,20.4,20.4,4.2,4.2,2.4,2.4,4.2,4.2,3.6,3.6,4.2,4.2,3.4,3.4,3.6,3.6,223,223,222.6,222.6,222.8,222.8,222.8,222.8,222.8,222.8,222.6,222.6,222.4,222.4,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,-0.4,0,0,0,0,0,0,-0.2,-0.2,0,0,-0.8,-0.8,-0.4,-0.4,-0.6,-0.6,-0.4,-0.4,-0.4,-0.4,-0.2,-0.2,-0.4,-0.4,3.8,3.8,3.4,3.4,3.8,3.8,3.4,3.4,3.6,3.6,3.4,3.4,3.4,3.4,9,9,9,9,9.2,9.2,9.2,9.2,9,9,9,9,9,9,-3.8,-3.8,14.2,14.2,2.6,2.6,5,5,0.6,0.6,-0.2,-0.2,-1.2,-1.2,-1.2,-1.2,0,0,-1,-1,-1.6,-1.6,0.4,0.4,-1.4,-1.4,0,0,-9.8,-9.8,-1.6,-1.6,-7.8,-7.8,-3.4,-3.4,-2.6,-2.6,-1.6,-1.6,1.2,1.2
s047,Female,Bellow 18,Madhymik,Right,Both Hands,8.8,8,8.4,7.2,8.6,8,641,1084.4,371.4,385.8,396.8,378.6,640.2,1084.8,370.2,387.2,396.2,378.2,632.2,1076.4,363,378.6,388.2,370.6,649,1092.8,378.6,394.4,404.8,386.2,15,15,13.6,13.6,14.2,14.2,13.8,13.8,14.8,14.8,14.8,14.8,14.6,14.6,0.8,0.8,-0.4,-0.4,-1.6,-1.6,-0.4,-0.4,0.6,0.6,-3.2,-3.2,-2.8,-2.8,214,214,213.8,213.8,213.6,213.6,213.6,213.6,213.2,213.2,213.2,213.2,213.6,213.6,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0.2,0.2,0,0,0.2,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0,0,1.2,1.2,0,0,0.2,0.2,1,1,0.6,0.6,0.6,0.6,0,0,-0.6,-0.6,0.4,0.4,0.6,0.6,0,0,-0.2,-0.2,0.6,0.6,0.2,0.2,3,3,2.4,2.4,2.4,2.4,2.8,2.8,2.6,2.6,2.6,2.6,2.8,2.8,10,10,9.8,9.8,9.6,9.6,10.2,10.2,10.2,10.2,10,10,9.6,9.6,-16,-16,0.2,0.2,5.4,5.4,-14.4,-14.4,-2.2,-2.2,-1,-1,-0.8,-0.8,2.2,2.2,-2.8,-2.8,-0.8,-0.8,2.2,2.2,2.2,2.2,3,3,1.8,1.8,-13.6,-13.6,0.4,0.4,-7.6,-7.6,4.4,4.4,0.4,0.4,-5,-5,-8.4,-8.4
s048,Female,Bellow 18,Madhymik,Right,Both Hands,9.6,7.4,7.4,8.8,8.4,7.6,1477.2,433.6,491.4,962.4,640,187.8,1475,433.6,492.8,962,639.2,187.2,1467.6,426.2,484,953.6,631.6,180.2,1484.6,441,500.2,970.8,647.6,194.8,20.4,20.4,21.2,21.2,21.2,21.2,21.4,21.4,21.2,21.2,22.6,22.6,22.4,22.4,3.8,3.8,5.2,5.2,4.8,4.8,5.8,5.8,5,5,7.2,7.2,7,7,176.6,176.6,177.4,177.4,177.2,177.2,177.4,177.4,176.8,176.8,177.6,177.6,177.2,177.2,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,-0.4,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.4,-0.4,-1,-1,-0.8,-0.8,-1,-1,-0.8,-0.8,-1.4,-1.4,-1.4,-1.4,3.6,3.6,3.8,3.8,3.4,3.4,3.4,3.4,3.4,3.4,4,4,3.8,3.8,9,9,9,9,8.8,8.8,8.8,8.8,9,9,9,9,8.8,8.8,4.4,4.4,-13.2,-13.2,8.4,8.4,-5.2,-5.2,8,8,-4.8,-4.8,-7.6,-7.6,-0.8,-0.8,-0.6,-0.6,-2.6,-2.6,-2,-2,-1,-1,0.4,0.4,-2.8,-2.8,-7.4,-7.4,-4.4,-4.4,-12,-12,-8.8,-8.8,-7.8,-7.8,-8.8,-8.8,-3.6,-3.6
s049,Female,Bellow 18,Madhymik,Right,Both Hands,9.2,7.2,8.2,8.6,8.2,7.4,540.4,471,341,7037.6,695.8,471.4,538.4,472,341.4,7037.2,695,471.4,531.2,463.8,332.8,7029,687.6,464,547.6,479.2,349.6,7045.8,703.2,478.8,31.4,31.4,30.6,30.6,30,30,30.4,30.4,30.2,30.2,31,31,31.4,31.4,-4.4,-4.4,-5.2,-5.2,-6.4,-6.4,-6.2,-6.2,-5.4,-5.4,-4.6,-4.6,-5.4,-5.4,309,309,308.6,308.6,308.2,308.2,308.8,308.8,308.4,308.4,308.2,308.2,307.6,307.6,-0.6,-0.6,-0.2,-0.2,0.2,0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,-0.8,-0.8,-0.2,-0.2,0.2,0.2,-0.4,-0.4,0.4,0.6,-0.2,-0.2,0.8,0.8,0.2,0.2,0.4,0.4,0.8,0.8,0.6,0.6,0.4,0.6,0.2,0.2,0.6,0.6,5.2,5.2,5,5,4.8,4.8,5,5,5,5,5.2,5.2,5,5,7.6,7.6,8.4,8.4,8.8,8.8,7.8,7.8,8.8,9,8.2,8.2,9,9,-11.8,-11.8,-6,-6,2.2,2.2,-7.4,-7.4,-8,-7,-3.6,-3.6,-3,-3,-0.4,-0.4,0.2,0.2,1.4,1.4,1,1,1.2,1.2,1.2,1.2,0.8,0.8,-16.8,-16.8,-15.2,-15.2,-2.8,-2.8,-7,-7,-12.2,-10.6,-14,-14,-4.8,-4.8
s050,Female,Bellow 18,Madhymik,Right,Both Hands,7.8,5.6,5.4,5.6,7.6,6,885.2,614.8,665.4,567,446,428.8,883,614.6,665.6,569,444.4,428.2,877.4,609.2,660,561.4,438.4,422.8,890.8,620.2,671,574.6,452,434.2,10.8,10.8,11,11,11.8,11.8,11.4,11.4,12,12,12,12,11.8,11.8,-1.4,-1.4,-1.4,-1.4,-0.8,-0.8,-0.8,-0.8,-0.2,-0.2,-0.2,-0.2,-0.6,-0.6,127.6,127.6,128,128,127.8,127.8,128.2,128.2,128.4,128.4,128,128,128.4,128.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0.2,0.2,0,0,0.2,0.2,0.4,0.4,0.6,0.6,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,2,2,2.2,2.2,2,2,2,2,2,2,2,2,2,2,10.2,10.2,10,10,10,10,10,10,10,10,10,10,10,10,1.6,1.6,4.8,4.8,0,0,4,4,3.8,3.8,2.2,2.2,3.4,3.4,0.2,0.2,1,1,0,0,0.8,0.8,1,1,2.8,2.8,0.6,0.6,-1.8,-1.8,0.8,0.8,-1.8,-1.8,-2.2,-2.2,-2.6,-2.6,-6.6,-6.6,-1.4,-1.4
s051,Female,Bellow 18,Madhymik,Right,Both Hands,9.2,7,8.2,7.2,9,8.8,362.4,494.2,685.4,587.4,502,234,360.2,495.4,684.4,589.2,501.8,234.2,353.2,487.2,677.2,580.2,493,225.2,369.4,502.4,692.6,596.4,510.8,243,26.4,26.4,25.2,25.2,26.4,26.4,25.8,25.8,26.4,26.4,26.6,26.6,26.4,26.4,-4.4,-4.4,-5.6,-5.6,-4.6,-4.6,-5.4,-5.4,-6,-6,-6.2,-6.2,-6.8,-6.8,156.8,156.8,156.2,156.2,157,157,156.6,156.6,156.6,156.6,156.6,156.6,156.4,156.4,-0.4,-0.4,0,0,0,0,0,0,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,-0.8,-0.4,-0.4,-0.6,-0.6,-0.6,-0.6,-0.8,-0.8,-0.2,-0.2,-0.2,-0.2,0.2,0.2,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,1,1,1.2,1.2,4.6,4.6,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,8,8,8.2,8.2,8.2,8.2,8.4,8.4,8,8,8.6,8.6,8.2,8.2,-6.8,-6.8,-8.8,-8.8,-5.6,-5.6,-13.8,-13.8,-4.2,-4.2,5.6,5.6,-1.4,-1.4,1.4,1.4,1.2,1.2,-1.4,-1.4,0.4,0.4,-0.8,-0.8,-1,-1,-0.8,-0.8,-8.2,-8.2,-9.8,-9.8,-5.6,-5.6,-10.4,-10.4,-6.2,-6.2,2.6,2.6,-2.6,-2.6
s052,Female,26 to 45,Madhymik,Right,One Hand,11.6,9.2,9.6,10.2,7.4,7.2,1228.8,1229.6,887,1575.8,2109.6,993.8,1226.4,1230,887.6,1573,2109.4,995.4,1217.2,1220.4,877.4,1565.6,2102.2,986.6,1238,1239.2,897.2,1583.2,2116.8,1002.6,29.4,29.4,30,30,31.2,31.2,30.8,30.8,29.8,29.8,30.2,30.2,31,31,-10.4,-10.4,-11,-11,-10.2,-10.2,-10,-10,-11.4,-11.4,-11.6,-11.6,-10.8,-10.8,95,95,95.2,95.2,94.4,94.4,94.4,94.4,95.8,95.8,96.4,96.4,95.2,95.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1.8,1.8,1.8,1.6,1.6,1.8,1.8,2,2,2,2,1.8,1.8,5.4,5.4,5.4,5.4,5.4,5.4,5.6,5.6,5.2,5.2,5.4,5.4,5.4,5.4,9,9,9,9,8.8,8.8,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s053,Male,46 to 60,Madhymik,Right,One Hand,9.8,7.6,8.8,9.6,9.4,8.4,3560.8,1679.6,1523.2,2374.6,2906,699.4,3558.6,1680.8,1524,2374.4,2905,699.2,3551,1672,1514.4,2365,2896.6,693,3568.4,1688.4,1532.8,2384,2914.4,705.6,57.4,57.4,51,51,59.4,59.4,52.8,52.8,47.6,47.6,55.2,55.2,44,44,-15.4,-15.4,-13.2,-13.2,-7.4,-7.4,-13.6,-13.6,-10.6,-10.6,-10,-10,-5.2,-5.2,292.2,292.2,287.6,287.6,290.6,290.6,288.2,288.2,284.8,284.8,290,290,229.6,229.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2,1.4,1.4,1.4,1.4,1,1,1.6,1.6,1.2,1.2,1,1,0.6,0.6,8.4,8.4,7.6,7.6,9,9,8,8,7.6,7.6,8.2,8.2,6.8,6.8,5,5,6.4,6.4,5,5,6,6,6.6,6.6,5.8,5.8,4.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s054,Male,18 to 25,Gratuation,Right,Both Hands,10.8,10.6,9,8.8,13,9.6,1106,414.2,483.8,352,204.8,299.8,1105.8,412.6,483.6,356.2,201.4,299.4,1095.2,403.6,474.8,343.2,191.8,290.2,1116.6,423.2,492.6,365,214.4,309,30.4,30.4,30,30,29.4,29.4,29.8,29.8,31.6,31.6,31.4,31.4,32.4,32.4,10,10,7.6,7.6,8,8,9.2,9.2,10,10,9.8,9.8,9.2,9.2,237,237,237.4,237.4,237.4,237.4,237.8,237.8,239,239,238.2,238.2,238.4,238.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,-1.6,-1.6,-1,-1,-1.4,-1.4,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.2,-1.2,5,5,5,5,5,5,5,5,5,5,5.2,5.2,5.2,5.2,8.2,8.2,8.4,8.4,8.6,8.6,8.8,8.8,8.4,8.4,8.2,8.2,8.4,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s055,Male,46 to 60,Gratuation,Right,One Hand,9,161.4,173.2,44,601.2,23.6,4095.2,3652.4,1958.4,1462.2,5801,1857.8,4247.6,3664.2,1829.2,2019.4,5223.4,1840.6,4086.2,3491,1785.2,1418.2,5199.8,1834.2,4256.6,3825.6,2002.4,2063.4,5824.6,1864.2,48,48,50.2,50.2,50.8,50.8,49.8,49.8,48.6,49.2,51.4,51.4,50,50,-14.8,-14.8,-17.6,-17.6,-14.8,-14.6,-14.4,-14.4,-15.4,-15,-17.8,-17.8,-14,-14,226,226,227.8,227.6,224.2,224,220.8,221,221.2,221.2,232.2,232.2,221.6,221.6,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.4,0.2,0.4,0.8,0.8,0.4,0.6,0.8,0.2,0,0.4,0.4,1.8,1.8,1.8,1.8,1.8,1.8,2,2,2,2,2,2,1.8,1.8,7.2,7.2,7.6,7.6,7.4,7.4,7.6,7.6,7.4,7.6,7.6,7.6,7.2,7.2,6.8,6.8,6.2,6,6.2,6.6,6.8,6.4,6.6,6.8,6.2,6,6.8,6.8,-10,-10,-2.2,6.4,-1,-2.4,-2.4,-1.4,-3,-1.6,5.4,5.4,-0.8,-0.8,-0.4,-0.4,0,0.2,-2.6,-2.4,-1,-0.8,0.2,-0.2,-2.4,-2.2,0.8,0.8,-2.4,-2.4,1.2,5,3.4,2.2,-0.2,1.2,-0.2,1.8,7,5.4,0,0
s056,Male,26 to 45,Gratuation,Right,One Hand,10.6,8.2,7.6,9.6,8,7.4,417.2,521,654.4,311.8,581.8,626.4,414.8,520.4,656.4,310.2,581.2,626.6,406.6,512.8,646.8,302.2,573.8,619,425.4,528.6,664,319.8,589.2,634,25.8,25.8,25.8,25.8,26.2,26.2,26.4,26.4,26.4,26.4,27.4,27.4,26.8,26.8,1.4,1.4,2,2,6,6,1.2,1.2,4.2,4.2,4.2,4.2,4,4,307,307,307.2,307.2,307.2,307.2,305.8,305.8,307.2,307.2,307.8,307.8,306.6,306.6,0.4,0.4,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0,0,0,0,0,0,0.2,0.2,0.2,0.2,-0.6,-0.6,-0.2,-0.2,-0.4,-0.4,0,0,-0.4,-0.4,0,0,0,0,-0.6,-0.6,-0.8,-0.8,0,0,-1,-1,-0.6,-0.6,-0.6,-0.6,4.4,4.4,4.6,4.6,4.8,4.8,4.4,4.4,4.4,4.4,4.6,4.6,4.4,4.4,8.4,8.4,8.2,8.2,8.4,8.4,8.4,8.4,8.8,8.8,8.2,8.2,8.8,8.8,-2,-2,12.6,12.6,-2.2,-2.2,14.4,14.4,-1,-1,7.4,7.4,-1,-1,-1.2,-1.2,2.8,2.8,-4.4,-4.4,-1,-1,-0.2,-0.2,-1.6,-1.6,-2.8,-2.8,6.8,6.8,6,6,0.6,0.6,-4.4,-4.4,5.2,5.2,-3,-3,2.4,2.4
s057,Female,18 to 25,Gratuation,Right,One Hand,9.8,8.8,8.4,7.8,7,8.6,489.8,310,398,714.4,470.6,347.2,488.8,309.6,397.4,713.6,472.2,346,480,301.2,389.6,706.6,463.6,338.6,498.6,318.4,405.8,721.4,479.2,354.6,17.6,17.6,18.2,18.2,19.2,19.2,20.4,20.4,19.8,19.8,19.6,19.6,19.4,19.4,5.2,5.2,5.2,5.2,6.2,6.2,7,7,6.6,6.6,6.4,6.4,6.4,6.4,241.6,241.6,241.8,241.8,242,242,242.6,242.6,242.2,242.2,242,242,242.4,242.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.4,0,0,0.2,0.2,0.2,0.2,0.2,0.2,-0.8,-0.8,-0.6,-0.6,-1,-1,-1.2,-1.2,-1,-1,-0.8,-0.8,-1.2,-1.2,3,3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.4,3.4,3.2,3.2,9.8,9.8,9.8,9.8,9.8,9.8,9,9,9.4,9.4,9.2,9.2,9.4,9.4,-0.6,-0.6,2.4,2.4,2,2,-0.4,-0.4,1.8,1.8,2.2,2.2,4,4,-0.6,-0.6,0.4,0.4,1.6,1.6,-2.4,-2.4,-1.2,-1.2,0.8,0.8,1,1,-2.4,-2.4,-1.8,-1.8,0.6,0.6,-10.4,-10.4,-7.4,-7.4,-7.6,-7.6,-2.8,-2.8
s058,Female,26 to 45,Master,Right,One Hand,9.8,6.2,7.4,9,6.6,9,1152.8,526.8,434.2,869.4,535.2,422.4,1149.2,528,435.8,867,537.6,421.8,1143,520.6,426.8,860.4,528.6,413.4,1159,534.2,443.2,876,544.2,430.8,20.4,20.4,17,17,19,19,19.2,19.2,18.2,18.2,18.4,18.4,19.4,19.4,-1,-1,-3.8,-3.8,-1.8,-1.8,-1.6,-1.6,-2.2,-2.2,-2.4,-2.4,-0.8,-0.8,137.8,137.8,139.8,139.8,140,140,139.4,139.4,140.8,140.8,140.8,140.8,140.6,140.6,0.4,0.4,0.4,0.4,0.2,0.2,0,0,0.4,0.4,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,0.4,0.4,0.4,0.4,-0.4,-0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.8,0.8,0.6,0.6,0.4,0.4,3.2,3.2,2.8,2.8,3.2,3.2,3,3,3,3,3.2,3.2,3.2,3.2,10.6,10.6,9.8,9.8,9.6,9.6,8.8,8.8,9.8,9.8,9.6,9.6,9.6,9.6,0.8,0.8,11.6,11.6,6.4,6.4,0.6,0.6,3,3,3.2,3.2,5.6,5.6,-1.4,-1.4,-0.4,-0.4,-0.6,-0.6,-1.6,-1.6,-0.2,-0.2,-2.6,-2.6,-0.8,-0.8,4,4,8.4,8.4,10,10,2,2,1.8,1.8,3.6,3.6,6.6,6.6
s059,Female,Bellow 18,Below Madhymik,Right,Both Hands,9.6,9,7.8,7.4,7.8,7,837.8,755,549.4,256.8,631.6,1034.6,837.2,753.8,549,257.2,630.8,1034.4,828.2,746,541.6,249.4,623.8,1027.6,846.8,762.8,556.8,264.6,638.6,1041.4,30.4,30.4,29.8,29.8,29.6,29.6,29.6,29.6,28.8,28.8,28.2,28.2,30.6,30.6,4.8,4.8,4.2,4.2,3,3,2.8,2.8,2,2,1.4,1.4,3,3,317,317,317.4,317.4,318.2,318.2,317.8,317.8,317.8,317.8,318,318,318.2,318.2,0,0,-0.2,-0.2,0.2,0.2,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0.2,0.2,-0.6,-0.6,-0.4,-0.4,0,0,-0.4,-0.4,0,0,0,0,-0.4,-0.4,-0.6,-0.6,-0.6,-0.6,0,0,-0.4,-0.4,-0.2,-0.2,0.2,0.2,-0.2,-0.2,4.8,4.8,4.8,4.8,5,5,4.8,4.8,4.4,4.4,4.8,4.8,5.2,5.2,7.8,7.8,8.4,8.4,8.4,8.4,8.2,8.2,8.6,8.6,8.8,8.8,8,8,-0.6,-0.6,2.6,2.6,-2.4,-2.4,2.4,2.4,0.4,0.4,-7.4,-7.4,4.4,4.4,-2.2,-2.2,-3.2,-3.2,0,0,-0.8,-0.8,-3.2,-3.2,-1.2,-1.2,-3.2,-3.2,-17.8,-17.8,-14.4,-14.4,-13.8,-13.8,-17.2,-17.2,-12,-12,-13.6,-13.6,-8.4,-8.4
s060,Male,Bellow 18,Below Madhymik,Right,Both Hands,8.4,6.6,7.8,9.2,7.2,8.2,431.2,377.4,195.4,328.6,738.2,358.8,429.4,378.6,196.8,326.6,739.2,356.8,422.8,370.8,187.6,319.4,731,350.6,437.8,385.2,204.6,335.8,746.4,365,38.6,38.6,38.2,38.2,39.8,39.8,40.2,40.2,40.4,40.4,40.4,40.4,41.6,41.6,0.6,0.6,-1.2,-1.2,-0.2,-0.2,-0.6,-0.6,0.4,0.4,-1,-1,-2.8,-2.8,273.2,273.2,273.6,273.6,274,274,273.6,273.6,274,274,274.4,274.4,273.2,273.2,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2,0.2,0.2,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,-0.2,-0.2,0,0,-0.2,-0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.8,6,6,6,6,6,6,6.2,6.2,6.2,6.2,6.2,6.2,6.6,6.6,8,8,7.8,7.8,7.4,7.4,7.6,7.6,7.2,7.2,7.4,7.4,7.4,7.4,-14.2,-14.2,-1.4,-1.4,-5.6,-5.6,-7.8,-7.8,-4.4,-4.4,-12.4,-12.4,-7,-7,0,0,-2,-2,-2.4,-2.4,-0.6,-0.6,1.2,1.2,-2.2,-2.2,-2.2,-2.2,-12.2,-12.2,-2.6,-2.6,-0.4,-0.4,-9,-9,-5.2,-5.2,-5.2,-5.2,-6.4,-6.4
s061,Female,18 to 25,Gratuation,Right,Both Hands,10.6,11.8,9.2,8.4,9.2,11.6,1320.8,766.8,1223.2,611.2,726.4,247.4,1322,764.2,1222.4,612,728.8,244.8,1310.2,755,1214,602.8,717.2,235.8,1332.6,776,1231.6,620.4,738,256.4,31.8,31.8,31,31,30.4,30.4,30.8,30.8,31.8,31.8,30.8,30.8,31,31,-4.8,-4.8,-5,-5,-6.4,-6.4,-6.4,-6.4,-3.6,-3.6,-5.8,-5.8,-3.4,-3.4,51.2,51.2,53,53,54.4,54.4,54.2,54.2,53.4,53.4,52.2,52.2,50.6,50.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8,0.8,1.2,1.2,1,1,0.6,0.6,1,1,0.6,0.6,5.6,5.6,5.8,5.8,5.4,5.4,5.6,5.6,5.4,5.4,5.4,5.4,5.8,5.8,9.2,9.2,9.4,9.4,9.6,9.6,9.2,9.2,9.2,9.2,9,9,9.2,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s062,Male,46 to 60,Master,Right,One Hand,11.6,8.2,8.4,7.2,8.8,7.4,1382,2120,1154.8,989.6,2150.8,1299,1378.6,2120.2,1153.6,991.2,2149.4,1298.8,1370.4,2111.8,1146.4,982.4,2142,1291.6,1390.2,2128.4,1162,998.4,2158.2,1306.2,4.8,4.8,4.4,4.4,5,5,5.2,5.2,5,5,4.8,4.8,4.8,4.8,-5,-5,-5,-5,-5,-5,-4.6,-4.6,-5,-5,-5,-5,-4.8,-4.8,8,8,8,8,8,8,8,8,8.2,8.2,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10.4,10.4,10.4,10.4,10.6,10.6,10.2,10.2,10,10,10.4,10.4,10.6,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
